2026-09-12 17:30:51Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 17:30:51Z ok [cloud] 21.6s events: - | eq=9273.53 pos=2
2026-09-12 17:43:50Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 17:43:50Z ok [cloud] 21.7s events: - | eq=9276.72 pos=2
2026-09-12 17:45:53Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 17:45:53Z ok [cloud] 22.7s events: - | eq=9276.22 pos=2
2026-09-12 17:48:29Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 17:48:29Z ok [cloud] 6.4s events: - | eq=9278.94 pos=2
2026-09-12 17:58:48Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 17:58:48Z ok [cloud] 20.9s events: - | eq=9275.63 pos=2
2026-09-12 18:01:33Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 18:01:33Z ok [cloud] 43.4s events: - | eq=9274.84 pos=2
2026-09-12 18:15:58Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 18:15:58Z ok [cloud] 23.9s events: - | eq=9276.16 pos=2
2026-09-12 18:30:58Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 18:30:58Z ok [cloud] 21.7s events: - | eq=9276.14 pos=2
2026-09-12 18:45:51Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 18:45:51Z ok [cloud] 21.5s events: - | eq=9282.38 pos=2
2026-09-12 19:00:52Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 19:00:52Z ok [cloud] 22.5s events: - | eq=9282.51 pos=2
2026-09-12 19:15:45Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 19:15:45Z ok [cloud] 8s events: - | eq=9290.91 pos=2
2026-09-12 19:30:59Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 19:30:59Z ok [cloud] 21.9s events: - | eq=9301.29 pos=2
2026-09-12 19:39:20Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 19:39:20Z ok [cloud] 21.8s events: - | eq=9301.46 pos=2
2026-09-12 19:45:54Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 19:45:54Z ok [cloud] 20.8s events: - | eq=9300.16 pos=2
2026-09-12 19:53:09Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 19:53:09Z ok [cloud] 21.2s events: - | eq=9297.77 pos=2
2026-09-12 19:58:51Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 19:58:51Z ok [cloud] 21.2s events: - | eq=9297.23 pos=2
2026-09-12 20:02:43Z scan 4h bar=2026-09-12 16:00: pass=1/20 (SOL-USDT short), btc=down fng=63 flat=off
2026-09-12 20:02:50Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 20:02:50Z ok [cloud] 131s events: ENTRY T41 SOL-USDT short | eq=9291.06 pos=3
2026-09-12 20:14:33Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 20:14:33Z ok [cloud] 29.3s events: - | eq=9288.38 pos=3
2026-09-12 20:16:42Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 20:16:42Z ok [cloud] 30.6s events: - | eq=9288.68 pos=3
2026-09-12 20:31:22Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 20:31:22Z ok [cloud] 30.4s events: - | eq=9287.98 pos=3
2026-09-12 20:45:56Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 20:45:56Z ok [cloud] 29.3s events: - | eq=9283.4 pos=3
2026-09-13 12:52:57Z scan 4h bar=2026-09-13 08:00: pass=1/20 (AAVE-USDT short), btc=down fng=61 flat=off
2026-09-13 12:53:12Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 12:53:12Z ok [cloud] 165.3s events: - | eq=9428.98 pos=3
2026-09-13 13:01:02Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 13:01:02Z ok [cloud] 30.1s events: - | eq=9425.43 pos=3
2026-09-13 13:16:01Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 13:16:01Z ok [cloud] 29.5s events: - | eq=9418.24 pos=3
2026-09-13 13:31:08Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 13:31:08Z ok [cloud] 33s events: - | eq=9432.6 pos=3
2026-09-13 13:46:00Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 13:46:00Z ok [cloud] 30.8s events: - | eq=9401.73 pos=3
2026-09-13 14:01:02Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 14:01:02Z ok [cloud] 28.8s events: - | eq=9384.5 pos=3
2026-09-13 14:16:08Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 14:16:08Z ok [cloud] 28.6s events: - | eq=9366.74 pos=3
2026-09-13 14:31:22Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 14:31:22Z ok [cloud] 29.2s events: - | eq=9359.5 pos=3
2026-09-13 14:46:02Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 14:46:02Z ok [cloud] 28.9s events: - | eq=9349.18 pos=3
2026-09-13 15:01:07Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 15:01:07Z ok [cloud] 31.1s events: - | eq=9371.66 pos=3
2026-09-13 15:16:00Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 15:16:00Z ok [cloud] 28.4s events: - | eq=9378.14 pos=3
2026-09-13 15:31:12Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 15:31:12Z ok [cloud] 35.3s events: - | eq=9376.92 pos=3
2026-09-13 15:42:43Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 15:42:43Z ok [cloud] 29.9s events: - | eq=9374.66 pos=3
2026-09-13 15:46:11Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 15:46:11Z ok [cloud] 29.1s events: - | eq=9371.22 pos=3
2026-09-13 16:02:47Z scan 4h bar=2026-09-13 12:00: pass=0/20, near=ETH-USDT 7/6 (miss: triggerBar), btc=down fng=61 flat=off
2026-09-13 16:02:52Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 16:02:52Z ok [cloud] 136.8s events: - | eq=9368.76 pos=3
2026-09-13 16:16:22Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 16:16:22Z ok [cloud] 33.6s events: - | eq=9351.96 pos=3
2026-09-13 16:31:00Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 16:31:00Z ok [cloud] 30.4s events: - | eq=9352.56 pos=3
2026-09-13 16:46:07Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 16:46:07Z ok [cloud] 34s events: - | eq=9355.92 pos=3
2026-09-13 17:01:05Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 17:01:05Z ok [cloud] 29.5s events: - | eq=9346.1 pos=3
2026-09-13 17:16:04Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 17:16:04Z ok [cloud] 29.9s events: - | eq=9335.32 pos=3
2026-09-13 17:31:00Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 17:31:00Z ok [cloud] 30.1s events: - | eq=9333.88 pos=3
2026-09-13 17:46:06Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 17:46:06Z ok [cloud] 29.1s events: - | eq=9340 pos=3
2026-09-13 18:01:04Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 18:01:04Z ok [cloud] 28.9s events: - | eq=9334.19 pos=3
2026-09-13 18:16:01Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 18:16:01Z ok [cloud] 29.8s events: - | eq=9332.38 pos=3
2026-09-13 18:21:13Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 18:21:14Z ok [cloud] 31.5s events: - | eq=9329.51 pos=3
2026-09-13 18:31:02Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 18:31:02Z ok [cloud] 30.2s events: - | eq=9320.16 pos=3
2026-09-13 18:46:06Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 18:46:06Z ok [cloud] 28.4s events: - | eq=9324.74 pos=3
2026-09-13 19:01:02Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 19:01:02Z ok [cloud] 29.4s events: - | eq=9321.01 pos=3
2026-09-13 19:16:05Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 19:16:05Z ok [cloud] 29.5s events: - | eq=9334.92 pos=3
2026-09-13 19:31:03Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 19:31:03Z ok [cloud] 29.7s events: - | eq=9334.78 pos=3
2026-09-13 19:46:13Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 19:46:13Z ok [cloud] 30.5s events: - | eq=9344.45 pos=3
2026-09-13 20:02:47Z scan 4h bar=2026-09-13 16:00: pass=0/20, near=ETH-USDT 7/6 (miss: btcFilter), btc=down fng=61 flat=off
2026-09-13 20:02:52Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 20:02:52Z ok [cloud] 138.3s events: - | eq=9333.77 pos=3
2026-09-13 20:16:10Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 20:16:10Z ok [cloud] 35.7s events: - | eq=9329.82 pos=3
2026-09-13 20:31:15Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 20:31:15Z ok [cloud] 31.5s events: - | eq=9316.04 pos=3
2026-09-13 20:46:02Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 20:46:02Z ok [cloud] 29.8s events: - | eq=9310.27 pos=3
2026-09-13 21:00:39Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 21:00:39Z ok [cloud] 7.6s events: - | eq=9308.37 pos=3
2026-09-13 21:03:51Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 21:03:51Z ok [cloud] 37.6s events: - | eq=9306.46 pos=3
2026-09-13 21:16:06Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 21:16:06Z ok [cloud] 36.6s events: - | eq=9309.57 pos=3
2026-09-13 21:31:04Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 21:31:04Z ok [cloud] 28.4s events: - | eq=9308.77 pos=3
2026-09-13 21:46:34Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 21:46:34Z ok [cloud] 28.8s events: - | eq=9311.97 pos=3
2026-09-13 22:01:01Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 22:01:01Z ok [cloud] 30.1s events: - | eq=9335.15 pos=3
2026-09-13 22:16:01Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 22:16:01Z ok [cloud] 30.2s events: - | eq=9404.63 pos=3
2026-09-13 22:31:06Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 22:31:06Z ok [cloud] 29.6s events: - | eq=9425.49 pos=3
2026-09-13 22:46:04Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 22:46:04Z ok [cloud] 32s events: - | eq=9399.4 pos=3
2026-09-13 23:01:04Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 23:01:04Z ok [cloud] 29.8s events: - | eq=9416.57 pos=3
2026-09-13 23:04:25Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 23:04:25Z ok [cloud] 28.6s events: - | eq=9411.26 pos=3
2026-09-13 23:15:50Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 23:15:50Z ok [cloud] 8.6s events: - | eq=9423.06 pos=3
2026-09-13 23:31:05Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 23:31:05Z ok [cloud] 34s events: - | eq=9414.89 pos=3
2026-09-13 23:46:13Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-13 23:46:13Z ok [cloud] 28.6s events: - | eq=9421.46 pos=3
2026-09-14 00:02:47Z scan 4h bar=2026-09-13 20:00: pass=1/20 (AAVE-USDT short), btc=down fng=57 flat=off
2026-09-14 00:02:54Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-14 00:02:54Z ok [cloud] 142.7s events: - | eq=9444.98 pos=3
2026-09-14 00:16:38Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-14 00:16:38Z ok [cloud] 35.1s events: - | eq=9423.68 pos=3
2026-09-14 00:31:03Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-14 00:31:03Z ok [cloud] 29.1s events: - | eq=9446.51 pos=3
2026-09-14 00:46:02Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-14 00:46:02Z ok [cloud] 29s events: - | eq=9402.3 pos=3
2026-09-14 00:56:28Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-14 00:56:28Z ok [cloud] 29s events: - | eq=9404.25 pos=3
2026-09-14 01:01:17Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-14 01:01:17Z ok [cloud] 32.3s events: - | eq=9408 pos=3
2026-09-14 01:16:06Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-14 01:16:06Z ok [cloud] 28.5s events: - | eq=9420.55 pos=3
2026-09-14 01:31:02Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-14 01:31:02Z ok [cloud] 30.3s events: - | eq=9423.17 pos=3
2026-09-14 01:46:06Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-14 01:46:06Z ok [cloud] 31s events: - | eq=9439.87 pos=3
2026-09-14 02:01:05Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-14 02:01:05Z ok [cloud] 30s events: - | eq=9385.07 pos=3
2026-09-14 02:16:00Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-14 02:16:00Z ok [cloud] 30.5s events: - | eq=9358.36 pos=3
2026-09-14 02:31:06Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-14 02:31:06Z ok [cloud] 29.3s events: - | eq=9327.55 pos=3
2026-09-14 02:46:12Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-14 02:46:12Z ok [cloud] 31s events: - | eq=9335.87 pos=3
2026-09-14 03:01:02Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-14 03:01:02Z ok [cloud] 29.7s events: - | eq=9331.1 pos=3
2026-09-14 03:15:59Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-14 03:15:59Z ok [cloud] 31.6s events: - | eq=9308.84 pos=3
2026-09-14 03:31:07Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-14 03:31:07Z ok [cloud] 32.3s events: - | eq=9322.33 pos=3
2026-09-14 03:46:04Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-14 03:46:04Z ok [cloud] 29.5s events: - | eq=9344.4 pos=3
2026-09-14 04:02:49Z scan 4h bar=2026-09-14 00:00: pass=0/20, near=ETH-USDT 7/6 (miss: btcFilter), btc=down fng=57 flat=off
2026-09-14 04:02:54Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-14 04:02:54Z ok [cloud] 139.9s events: - | eq=9341.14 pos=3
2026-09-14 04:16:04Z RF ok: - | C2=11062.05 C3b=11727.67
2026-09-14 04:16:04Z ok [cloud] 29.6s events: - | eq=9338.03 pos=3
2026-09-14 04:31:04Z RF ok: - | C2=11062.05 C3b=11727.67
2026-09-14 04:31:04Z ok [cloud] 30.2s events: - | eq=9332.02 pos=3
2026-09-14 04:46:02Z RF ok: - | C2=11062.05 C3b=11727.67
2026-09-14 04:46:02Z ok [cloud] 29.5s events: - | eq=9312.56 pos=3
2026-09-14 05:01:17Z RF ok: - | C2=11062.05 C3b=11727.67
2026-09-14 05:01:18Z ok [cloud] 28.8s events: - | eq=9314.86 pos=3
2026-09-14 05:16:03Z RF ok: - | C2=11032.32 C3b=11676.2
2026-09-14 05:16:03Z ok [cloud] 30s events: - | eq=9306.52 pos=3
2026-09-14 05:31:00Z RF ok: - | C2=11032.32 C3b=11676.2
2026-09-14 05:31:00Z ok [cloud] 29.8s events: - | eq=9315.47 pos=3
2026-09-14 05:46:23Z RF ok: - | C2=11032.32 C3b=11676.2
2026-09-14 05:46:23Z ok [cloud] 42.1s events: - | eq=9314.72 pos=3
2026-09-14 05:51:04Z RF ok: - | C2=11032.32 C3b=11676.2
2026-09-14 05:51:04Z ok [cloud] 31.1s events: - | eq=9322.16 pos=3
2026-09-14 06:01:04Z RF ok: - | C2=11032.32 C3b=11676.2
2026-09-14 06:01:04Z ok [cloud] 29.6s events: - | eq=9315.81 pos=3
2026-09-14 06:16:04Z RF ok: - | C2=10989.12 C3b=11601.69
2026-09-14 06:16:04Z ok [cloud] 28.2s events: - | eq=9284.2 pos=3
2026-09-14 06:31:05Z RF ok: - | C2=10989.12 C3b=11601.69
2026-09-14 06:31:05Z ok [cloud] 34.4s events: - | eq=9306.91 pos=3
2026-09-14 06:46:17Z RF ok: - | C2=10989.12 C3b=11601.69
2026-09-14 06:46:17Z ok [cloud] 29.2s events: - | eq=9292.67 pos=3
2026-09-14 07:01:03Z RF ok: - | C2=10989.12 C3b=11601.69
2026-09-14 07:01:03Z ok [cloud] 28.6s events: - | eq=9301.5 pos=3
2026-09-14 07:16:00Z RF ok: - | C2=10980.03 C3b=11583.34
2026-09-14 07:16:00Z ok [cloud] 30s events: - | eq=9296.52 pos=3
2026-09-14 07:31:04Z RF ok: RF EXIT [C2/core] R13 Si atr-trail 290.48; RF EXIT [C3b/core] R15 Si atr-trail 499.06 | C2=10971.49 C3b=11568.27
2026-09-14 07:31:04Z ok [cloud] 29.6s events: - | eq=9300.25 pos=3
2026-09-14 07:46:11Z RF ok: - | C2=10971.49 C3b=11568.27
2026-09-14 07:46:11Z ok [cloud] 28.8s events: - | eq=9298.28 pos=3
2026-09-14 08:02:53Z scan 4h bar=2026-09-14 04:00: pass=0/20, near=ETH-USDT 6/6 (miss: setupA+flatMode), btc=range fng=57 flat=ON
2026-09-14 08:02:58Z RF ok: - | C2=10971.49 C3b=11568.27
2026-09-14 08:02:58Z ok [cloud] 144.5s events: - | eq=9295.46 pos=3
2026-09-14 08:16:10Z RF ok: - | C2=10986.37 C3b=11593.53
2026-09-14 08:16:10Z ok [cloud] 30s events: - | eq=9302.01 pos=3
2026-09-14 08:31:01Z RF ok: - | C2=10986.37 C3b=11593.53
2026-09-14 08:31:01Z ok [cloud] 29.1s events: - | eq=9300.91 pos=3
2026-09-14 08:46:07Z RF ok: - | C2=10986.37 C3b=11593.53
2026-09-14 08:46:07Z ok [cloud] 28.8s events: - | eq=9302.6 pos=3
2026-09-14 09:01:03Z RF ok: - | C2=10986.37 C3b=11593.53
2026-09-14 09:01:03Z ok [cloud] 28.8s events: - | eq=9298.47 pos=3
2026-09-14 09:16:05Z RF ok: - | C2=11005.71 C3b=11626.38
2026-09-14 09:16:05Z ok [cloud] 29.3s events: - | eq=9315.46 pos=3
2026-09-14 09:31:00Z RF ok: - | C2=11005.71 C3b=11626.38
2026-09-14 09:31:00Z ok [cloud] 28.6s events: - | eq=9297.37 pos=3
2026-09-14 09:46:05Z RF ok: - | C2=11005.71 C3b=11626.38
2026-09-14 09:46:05Z ok [cloud] 32.9s events: - | eq=9299.84 pos=3
2026-09-14 10:01:20Z RF ok: - | C2=11005.71 C3b=11626.38
2026-09-14 10:01:20Z ok [cloud] 31.9s events: - | eq=9274.08 pos=3
2026-09-14 10:16:11Z RF ok: - | C2=10964.06 C3b=11555.63
2026-09-14 10:16:11Z ok [cloud] 31.3s events: - | eq=9283.7 pos=3
2026-09-14 10:31:06Z RF ok: - | C2=10964.06 C3b=11555.63
2026-09-14 10:31:06Z ok [cloud] 29.1s events: - | eq=9288.45 pos=3
2026-09-14 10:46:09Z RF ok: - | C2=10964.06 C3b=11555.63
2026-09-14 10:46:09Z ok [cloud] 29.4s events: - | eq=9273.7 pos=3
2026-09-14 11:01:06Z RF ok: - | C2=10964.06 C3b=11555.63
2026-09-14 11:01:06Z ok [cloud] 33.1s events: - | eq=9289.19 pos=3
2026-09-14 11:16:00Z RF ok: - | C2=10971.49 C3b=11568.27
2026-09-14 11:16:00Z ok [cloud] 28.4s events: - | eq=9304.19 pos=3
2026-09-14 11:31:13Z RF ok: - | C2=10971.49 C3b=11568.27
2026-09-14 11:31:13Z ok [cloud] 32.2s events: - | eq=9289 pos=3
2026-09-14 11:46:10Z RF ok: - | C2=10971.49 C3b=11568.27
2026-09-14 11:46:10Z ok [cloud] 36.6s events: - | eq=9304.03 pos=3
2026-09-14 11:57:26Z RF ok: - | C2=10971.49 C3b=11568.27
2026-09-14 11:57:26Z ok [cloud] 30.2s events: - | eq=9312.82 pos=3
2026-09-14 12:02:46Z scan 4h bar=2026-09-14 08:00: pass=0/20, near=BTC-USDT 7/6 (miss: triggerBar), btc=down fng=57 flat=off
2026-09-14 12:02:51Z RF ok: - | C2=10971.49 C3b=11568.27
2026-09-14 12:02:51Z ok [cloud] 138.8s events: - | eq=9310.41 pos=3
2026-09-14 12:16:05Z RF ok: - | C2=11013.65 C3b=11639.86
2026-09-14 12:16:05Z ok [cloud] 30.1s events: - | eq=9300.63 pos=3
2026-09-14 12:31:06Z RF ok: - | C2=11013.65 C3b=11639.86
2026-09-14 12:31:06Z ok [cloud] 28.6s events: - | eq=9289.26 pos=3
2026-09-14 12:46:03Z RF ok: - | C2=11013.65 C3b=11639.86
2026-09-14 12:46:03Z ok [cloud] 29.7s events: - | eq=9293.08 pos=3
2026-09-14 13:01:06Z RF ok: - | C2=11013.65 C3b=11639.86
2026-09-14 13:01:06Z ok [cloud] 32.4s events: - | eq=9325.72 pos=3
2026-09-14 13:16:06Z RF ok: - | C2=11043.4 C3b=11690.39
2026-09-14 13:16:06Z ok [cloud] 30.3s events: - | eq=9329.95 pos=3
2026-09-14 13:31:24Z RF ok: - | C2=11043.4 C3b=11690.39
2026-09-14 13:31:24Z ok [cloud] 36.2s events: - | eq=9295.85 pos=3
2026-09-14 13:45:58Z RF ok: - | C2=11043.4 C3b=11690.39
2026-09-14 13:45:58Z ok [cloud] 29.9s events: - | eq=9302.5 pos=3
2026-09-14 14:01:36Z RF ok: - | C2=11043.4 C3b=11690.39
2026-09-14 14:01:36Z ok [cloud] 29.3s events: - | eq=9300.59 pos=3
2026-09-14 14:16:15Z RF ok: - | C2=11066.21 C3b=11729.14
2026-09-14 14:16:15Z ok [cloud] 31.4s events: - | eq=9281.77 pos=3
2026-09-14 14:31:10Z RF ok: - | C2=11066.21 C3b=11729.14
2026-09-14 14:31:10Z ok [cloud] 28.5s events: - | eq=9287.46 pos=3
2026-09-14 14:46:25Z RF ok: - | C2=11066.21 C3b=11729.14
2026-09-14 14:46:25Z ok [cloud] 35.8s events: - | eq=9287.95 pos=3
2026-09-14 15:01:07Z RF ok: - | C2=11066.21 C3b=11729.14
2026-09-14 15:01:07Z ok [cloud] 30.3s events: - | eq=9301.76 pos=3
2026-09-14 15:16:00Z RF ok: - | C2=11023.57 C3b=11656.71
2026-09-14 15:16:00Z ok [cloud] 28.3s events: - | eq=9291.64 pos=3
2026-09-14 15:31:06Z RF ok: - | C2=11023.57 C3b=11656.71
2026-09-14 15:31:06Z ok [cloud] 29.3s events: - | eq=9280.77 pos=3
2026-09-14 15:46:01Z RF ok: - | C2=11023.57 C3b=11656.71
2026-09-14 15:46:01Z ok [cloud] 29.1s events: - | eq=9275.28 pos=3
2026-09-14 16:02:52Z scan 4h bar=2026-09-14 12:00: pass=0/20, near=ADA-USDT 6/6 (miss: setupA+flatMode), btc=range fng=57 flat=ON
2026-09-14 16:02:57Z RF ok: - | C2=11023.57 C3b=11656.71
2026-09-14 16:02:57Z ok [cloud] 137.1s events: - | eq=9265.29 pos=3
2026-09-14 16:08:09Z RF ok: - | C2=11023.57 C3b=11656.71
2026-09-14 16:08:09Z ok [cloud] 29.2s events: - | eq=9275.25 pos=3
2026-09-14 16:11:33Z RF ok: - | C2=11023.57 C3b=11656.71
2026-09-14 16:11:33Z ok [cloud] 29.3s events: - | eq=9272.43 pos=3
2026-09-14 16:14:47Z RF ok: - | C2=11023.57 C3b=11656.71
2026-09-14 16:14:47Z ok [cloud] 28.5s events: - | eq=9278.34 pos=3
2026-09-14 16:18:12Z RF ok: - | C2=10975.96 C3b=11575.85
2026-09-14 16:18:12Z ok [cloud] 29.6s events: - | eq=9245.82 pos=3
2026-09-14 16:21:24Z RF ok: - | C2=10975.96 C3b=11575.85
2026-09-14 16:21:24Z ok [cloud] 30.9s events: - | eq=9248.23 pos=3
2026-09-14 16:24:37Z RF ok: - | C2=10975.96 C3b=11575.85
2026-09-14 16:24:37Z ok [cloud] 29.6s events: - | eq=9223.52 pos=3
2026-09-14 16:27:56Z RF ok: - | C2=10975.96 C3b=11575.85
2026-09-14 16:27:56Z ok [cloud] 28.8s events: - | eq=9247.1 pos=3
2026-09-14 16:31:13Z RF ok: - | C2=10975.96 C3b=11575.85
2026-09-14 16:31:13Z ok [cloud] 32.3s events: - | eq=9243.85 pos=3
2026-09-14 16:46:17Z RF ok: - | C2=10975.96 C3b=11575.85
2026-09-14 16:46:17Z ok [cloud] 38.9s events: - | eq=9247.31 pos=3
2026-09-14 17:01:21Z RF ok: - | C2=10975.96 C3b=11575.85
2026-09-14 17:01:21Z ok [cloud] 29.8s events: - | eq=9245.3 pos=3
2026-09-14 17:16:11Z RF ok: - | C2=10892.64 C3b=11434.34
2026-09-14 17:16:11Z ok [cloud] 35.4s events: EXIT T41 SOL-USDT stop -99.84 USD | eq=9216.63 pos=2
2026-09-14 17:30:54Z RF ok: - | C2=10892.64 C3b=11434.34
2026-09-14 17:30:54Z ok [cloud] 21.3s events: - | eq=9214.58 pos=2
2026-09-14 17:45:59Z RF ok: - | C2=10892.64 C3b=11434.34
2026-09-14 17:45:59Z ok [cloud] 27.7s events: - | eq=9213.04 pos=2
2026-09-14 17:48:58Z RF ok: - | C2=10892.64 C3b=11434.34
2026-09-14 17:48:58Z ok [cloud] 21.2s events: - | eq=9210.31 pos=2
2026-09-14 18:01:01Z RF ok: - | C2=10892.64 C3b=11434.34
2026-09-14 18:01:01Z ok [cloud] 20.6s events: - | eq=9208.12 pos=2
2026-09-14 18:16:01Z RF ok: - | C2=10898.6 C3b=11444.45
2026-09-14 18:16:01Z ok [cloud] 25.2s events: - | eq=9208.54 pos=2
2026-09-14 18:30:58Z RF ok: - | C2=10898.6 C3b=11444.45
2026-09-14 18:30:58Z ok [cloud] 22.2s events: - | eq=9205.73 pos=2
2026-09-14 18:46:01Z RF ok: - | C2=10898.6 C3b=11444.45
2026-09-14 18:46:01Z ok [cloud] 25.5s events: - | eq=9203.01 pos=2
2026-09-14 19:00:58Z RF ok: - | C2=10898.6 C3b=11444.45
2026-09-14 19:00:58Z ok [cloud] 23.4s events: - | eq=9209.89 pos=2
2026-09-14 19:15:53Z RF ok: - | C2=10864.88 C3b=11387.18
2026-09-14 19:15:53Z ok [cloud] 21s events: - | eq=9214.65 pos=2
2026-09-14 19:31:34Z RF ERROR: The operation has timed out. @ at Invoke-Iss, D:\a\paper-desk\paper-desk\tools\lib_engine.ps1: line 212
2026-09-14 19:31:34Z ok [cloud] 42.2s events: - | eq=9219.81 pos=2
2026-09-14 19:45:58Z RF ok: - | C2=10864.88 C3b=11387.18
2026-09-14 19:45:59Z ok [cloud] 26.3s events: - | eq=9214.55 pos=2
2026-09-14 20:02:42Z scan 4h bar=2026-09-14 16:00: pass=0/20, near=LTC-USDT 7/6 (miss: flatMode), btc=range fng=57 flat=ON
2026-09-14 20:02:46Z RF ok: - | C2=10864.88 C3b=11387.18
2026-09-14 20:02:46Z ok [cloud] 129.5s events: - | eq=9219.29 pos=2
2026-09-14 20:16:00Z RF ok: - | C2=10913.48 C3b=11469.72
2026-09-14 20:16:00Z ok [cloud] 26.8s events: - | eq=9218.84 pos=2
2026-09-14 20:30:56Z RF ok: - | C2=10913.48 C3b=11469.72
